PassengerId,Survived,Pclass,Sex,SexEncoded,AgeFilled,AgeBand,SibSp,Parch,FamilySize,FamilyGroup,IsAlone,FareFilled,FareLog,FarePerPerson,FareBand,EmbarkedFilled,Title,CabinDeck,HasCabin,TicketPrefix,SexPclass,AgePclass,NameLength,WomenChildPriority,AgeMissing,FareMissing,CabinMissing
493,0,1,male,0,55.0,Senior,0,0,1,Solo,1,30.5,3.449987545831587,30.5,Q3,S,Mr,C,1,NONE,male_P1,55.0,26,0,0,0,0
494,0,1,male,0,71.0,Elder,0,0,1,Solo,1,49.5042,3.922056501139853,49.5042,Q4,C,Mr,U,0,PC,male_P1,71.0,23,0,0,0,1
495,0,3,male,0,21.0,Young,0,0,1,Solo,1,8.05,2.2027647577118348,8.05,Q2,S,Mr,U,0,A,male_P3,63.0,26,0,0,0,1
496,0,3,male,0,26.0,Young,0,0,1,Solo,1,14.4583,2.738146075922933,14.4583,Q3,C,Mr,U,0,NONE,male_P3,78.0,21,0,1,0,1
497,1,1,female,1,54.0,Senior,1,0,2,Small,0,78.2667,4.37281811610993,39.13335,Q4,C,Miss,D,1,NONE,female_P1,54.0,30,1,0,0,0
498,0,3,male,0,26.0,Young,0,0,1,Solo,1,15.1,2.7788192719904172,15.1,Q3,S,Mr,U,0,CA,male_P3,78.0,31,0,1,0,1
499,0,1,female,1,25.0,Young,1,2,4,Small,0,151.55,5.027492411162679,37.8875,Q4,S,Mrs,C,1,NONE,female_P1,25.0,47,1,0,0,0
500,0,3,male,0,24.0,Young,0,0,1,Solo,1,7.7958,2.174274334826008,7.7958,Q1,S,Mr,U,0,NONE,male_P3,72.0,18,0,0,0,1
501,0,3,male,0,17.0,Teen,0,0,1,Solo,1,8.6625,2.2682524139135403,8.6625,Q2,S,Mr,U,0,NONE,male_P3,51.0,16,0,0,0,1
502,0,3,female,1,21.0,Young,0,0,1,Solo,1,7.75,2.169053700369523,7.75,Q1,Q,Miss,U,0,NONE,female_P3,63.0,19,1,0,0,1
503,0,3,female,1,18.0,Teen,0,0,1,Solo,1,7.6292,2.155151800914312,7.6292,Q1,Q,Miss,U,0,NONE,female_P3,54.0,30,1,1,0,1
504,0,3,female,1,37.0,Middle,0,0,1,Solo,1,9.5875,2.3596740599781727,9.5875,Q2,S,Miss,U,0,NONE,female_P3,111.0,30,1,0,0,1
505,1,1,female,1,16.0,Teen,0,0,1,Solo,1,86.5,4.471638793363569,86.5,Q4,S,Miss,B,1,NONE,female_P1,16.0,21,1,0,0,0
506,0,1,male,0,18.0,Teen,1,0,2,Small,0,108.9,4.699570861409576,54.45,Q4,C,Mr,C,1,PC,male_P1,18.0,42,0,0,0,0
507,1,2,female,1,33.0,Young,0,2,3,Small,0,26.0,3.295836866004329,8.666666666666666,Q3,S,Mrs,U,0,NONE,female_P2,66.0,45,1,0,0,1
508,1,1,male,0,40.0,Middle,0,0,1,Solo,1,26.55,3.3160025355989236,26.55,Q3,S,Mr,U,0,NONE,male_P1,40.0,45,0,1,0,1
509,0,3,male,0,28.0,Young,0,0,1,Solo,1,22.525,3.1580636854714434,22.525,Q3,S,Mr,U,0,OTHER,male_P3,84.0,24,0,0,0,1
510,1,3,male,0,26.0,Young,0,0,1,Solo,1,56.4958,4.05171190165724,56.4958,Q4,S,Mr,U,0,NONE,male_P3,78.0,14,0,0,0,1
511,1,3,male,0,29.0,Young,0,0,1,Solo,1,7.75,2.169053700369523,7.75,Q1,Q,Mr,U,0,NONE,male_P3,87.0,24,0,0,0,1
512,0,3,male,0,26.0,Young,0,0,1,Solo,1,8.05,2.2027647577118348,8.05,Q2,S,Mr,U,0,SOTONOQ,male_P3,78.0,17,0,1,0,1
513,1,1,male,0,36.0,Middle,0,0,1,Solo,1,26.2875,3.3064287218760624,26.2875,Q3,S,Mr,E,1,PC,male_P1,36.0,25,0,0,0,0
514,1,1,female,1,54.0,Senior,1,0,2,Small,0,59.4,4.100989104940769,29.7,Q4,C,Mrs,U,0,PC,female_P1,54.0,46,1,0,0,1
515,0,3,male,0,24.0,Young,0,0,1,Solo,1,7.4958,2.139571923732859,7.4958,Q1,S,Mr,U,0,NONE,male_P3,72.0,17,0,0,0,1
516,0,1,male,0,47.0,Middle,0,0,1,Solo,1,34.0208,3.5559421706858756,34.0208,Q4,S,Mr,D,1,NONE,male_P1,47.0,28,0,0,0,0
517,1,2,female,1,34.0,Young,0,0,1,Solo,1,10.5,2.4423470353692043,10.5,Q2,S,Mrs,F,1,CA,female_P2,68.0,28,1,0,0,0
518,0,3,male,0,26.0,Young,0,0,1,Solo,1,24.15,3.224857896545748,24.15,Q3,Q,Mr,U,0,NONE,male_P3,78.0,17,0,1,0,1
519,1,2,female,1,36.0,Middle,1,0,2,Small,0,26.0,3.295836866004329,13.0,Q3,S,Mrs,U,0,NONE,female_P2,72.0,52,1,0,0,1
520,0,3,male,0,32.0,Young,0,0,1,Solo,1,7.8958,2.1855792552411137,7.8958,Q1,S,Mr,U,0,NONE,male_P3,96.0,19,0,0,0,1
521,1,1,female,1,30.0,Young,0,0,1,Solo,1,93.5,4.548599834499697,93.5,Q4,S,Miss,B,1,NONE,female_P1,30.0,21,1,0,0,0
522,0,3,male,0,22.0,Young,0,0,1,Solo,1,7.8958,2.1855792552411137,7.8958,Q1,S,Mr,U,0,NONE,male_P3,66.0,15,0,0,0,1
523,0,3,male,0,26.0,Young,0,0,1,Solo,1,7.225,2.1071782966514356,7.225,Q1,C,Mr,U,0,NONE,male_P3,78.0,18,0,1,0,1
524,1,1,female,1,44.0,Middle,0,1,2,Small,0,57.9792,4.077184839375167,28.9896,Q4,C,Mrs,B,1,NONE,female_P1,44.0,47,1,0,0,0
525,0,3,male,0,26.0,Young,0,0,1,Solo,1,7.2292,2.1076888046179385,7.2292,Q1,C,Mr,U,0,NONE,male_P3,78.0,17,0,1,0,1
526,0,3,male,0,40.5,Middle,0,0,1,Solo,1,7.75,2.169053700369523,7.75,Q1,Q,Mr,U,0,NONE,male_P3,121.5,18,0,0,0,1
527,1,2,female,1,50.0,Middle,0,0,1,Solo,1,10.5,2.4423470353692043,10.5,Q2,S,Miss,U,0,WC,female_P2,100.0,20,1,0,0,1
528,0,1,male,0,40.0,Middle,0,0,1,Solo,1,221.7792,5.406181146423973,221.7792,Q4,S,Mr,C,1,PC,male_P1,40.0,18,0,1,0,0
529,0,3,male,0,39.0,Middle,0,0,1,Solo,1,7.925,2.188856327665703,7.925,Q2,S,Mr,U,0,NONE,male_P3,117.0,25,0,0,0,1
530,0,2,male,0,23.0,Young,2,1,4,Small,0,11.5,2.5257286443082556,2.875,Q2,S,Mr,U,0,NONE,male_P2,46.0,27,0,0,0,1
531,1,2,female,1,2.0,Child,1,1,3,Small,0,26.0,3.295836866004329,8.666666666666666,Q3,S,Miss,U,0,NONE,female_P2,4.0,24,1,0,0,1
532,0,3,male,0,26.0,Young,0,0,1,Solo,1,7.2292,2.1076888046179385,7.2292,Q1,C,Mr,U,0,NONE,male_P3,78.0,17,0,1,0,1
533,0,3,male,0,17.0,Teen,1,1,3,Small,0,7.2292,2.1076888046179385,2.409733333333333,Q1,C,Mr,U,0,NONE,male_P3,51.0,20,0,0,0,1
534,1,3,female,1,31.0,Young,0,2,3,Small,0,22.3583,3.1509523813392697,7.452766666666666,Q3,C,Mrs,U,0,NONE,female_P3,93.0,38,1,1,0,1
535,0,3,female,1,30.0,Young,0,0,1,Solo,1,8.6625,2.2682524139135403,8.6625,Q2,S,Miss,U,0,NONE,female_P3,90.0,19,1,0,0,1
536,1,2,female,1,7.0,Child,0,2,3,Small,0,26.25,3.305053521109253,8.75,Q3,S,Miss,U,0,OTHER,female_P2,14.0,22,1,0,0,1
537,0,1,male,0,45.0,Middle,0,0,1,Solo,1,26.55,3.3160025355989236,26.55,Q3,S,Rare,B,1,NONE,male_P1,45.0,33,0,0,0,0
538,1,1,female,1,30.0,Young,0,0,1,Solo,1,106.425,4.676792929661059,106.425,Q4,C,Miss,U,0,PC,female_P1,30.0,19,1,0,0,1
539,0,3,male,0,26.0,Young,0,0,1,Solo,1,14.5,2.740840023925201,14.5,Q3,S,Mr,U,0,NONE,male_P3,78.0,24,0,1,0,1
540,1,1,female,1,22.0,Young,0,2,3,Small,0,49.5,3.9219733362813143,16.5,Q4,C,Miss,B,1,NONE,female_P1,22.0,34,1,0,0,0
541,1,1,female,1,36.0,Middle,0,2,3,Small,0,71.0,4.276666119016055,23.666666666666668,Q4,S,Miss,B,1,OTHER,female_P1,36.0,23,1,0,0,0
542,0,3,female,1,9.0,Child,4,2,7,Large,0,31.275,3.4742929367327062,4.4678571428571425,Q4,S,Miss,U,0,NONE,female_P3,27.0,36,1,0,0,1
543,0,3,female,1,11.0,Child,4,2,7,Large,0,31.275,3.4742929367327062,4.4678571428571425,Q4,S,Miss,U,0,NONE,female_P3,33.0,33,1,0,0,1
544,1,2,male,0,32.0,Young,1,0,2,Small,0,26.0,3.295836866004329,13.0,Q3,S,Mr,U,0,NONE,male_P2,64.0,17,0,0,0,1
545,0,1,male,0,50.0,Middle,1,0,2,Small,0,106.425,4.676792929661059,53.2125,Q4,C,Mr,C,1,PC,male_P1,50.0,26,0,0,0,0
546,0,1,male,0,64.0,Senior,0,0,1,Solo,1,26.0,3.295836866004329,26.0,Q3,S,Mr,U,0,NONE,male_P1,64.0,28,0,0,0,1
547,1,2,female,1,19.0,Young,1,0,2,Small,0,26.0,3.295836866004329,13.0,Q3,S,Mrs,U,0,NONE,female_P2,38.0,33,1,0,0,1
548,1,2,male,0,31.0,Young,0,0,1,Solo,1,13.8625,2.6988412620169004,13.8625,Q2,C,Mr,U,0,SCPARIS,male_P2,62.0,26,0,1,0,1
549,0,3,male,0,33.0,Young,1,1,3,Small,0,20.525,3.0692150503137943,6.841666666666666,Q3,S,Mr,U,0,NONE,male_P3,99.0,25,0,0,0,1
550,1,2,male,0,8.0,Child,1,1,3,Small,0,36.75,3.6309854756950335,12.25,Q4,S,Master,U,0,CA,male_P2,16.0,30,1,0,0,1
551,1,1,male,0,17.0,Teen,0,2,3,Small,0,110.8833,4.717456363787216,36.9611,Q4,C,Mr,C,1,NONE,male_P1,17.0,27,0,0,0,0
552,0,2,male,0,27.0,Young,0,0,1,Solo,1,26.0,3.295836866004329,26.0,Q3,S,Mr,U,0,NONE,male_P2,54.0,27,0,0,0,1
553,0,3,male,0,26.0,Young,0,0,1,Solo,1,7.8292,2.17806441028492,7.8292,Q1,Q,Mr,U,0,NONE,male_P3,78.0,20,0,1,0,1
554,1,3,male,0,22.0,Young,0,0,1,Solo,1,7.225,2.1071782966514356,7.225,Q1,C,Mr,U,0,NONE,male_P3,66.0,33,0,0,0,1
555,1,3,female,1,22.0,Young,0,0,1,Solo,1,7.775,2.1719067693519296,7.775,Q1,S,Miss,U,0,NONE,female_P3,66.0,18,1,0,0,1
556,0,1,male,0,62.0,Senior,0,0,1,Solo,1,26.55,3.3160025355989236,26.55,Q3,S,Mr,U,0,NONE,male_P1,62.0,18,0,0,0,1
557,1,1,female,1,48.0,Middle,1,0,2,Small,0,39.6,3.703768066607687,19.8,Q4,C,Rare,A,1,NONE,female_P1,48.0,65,1,0,0,0
558,0,1,male,0,40.0,Middle,0,0,1,Solo,1,227.525,5.4316456135398825,227.525,Q4,C,Mr,U,0,PC,male_P1,40.0,19,0,1,0,1
559,1,1,female,1,39.0,Middle,1,1,3,Small,0,79.65,4.390118804571218,26.55,Q4,S,Mrs,E,1,NONE,female_P1,39.0,38,1,0,0,0
560,1,3,female,1,36.0,Middle,1,0,2,Small,0,17.4,2.91235066461494,8.7,Q3,S,Mrs,U,0,NONE,female_P3,108.0,44,1,0,0,1
561,0,3,male,0,26.0,Young,0,0,1,Solo,1,7.75,2.169053700369523,7.75,Q1,Q,Mr,U,0,NONE,male_P3,78.0,24,0,1,0,1
562,0,3,male,0,40.0,Middle,0,0,1,Solo,1,7.8958,2.1855792552411137,7.8958,Q1,S,Mr,U,0,NONE,male_P3,120.0,17,0,0,0,1
563,0,2,male,0,28.0,Young,0,0,1,Solo,1,13.5,2.6741486494265287,13.5,Q2,S,Mr,U,0,NONE,male_P2,56.0,26,0,0,0,1
564,0,3,male,0,26.0,Young,0,0,1,Solo,1,8.05,2.2027647577118348,8.05,Q2,S,Mr,U,0,SOTONOQ,male_P3,78.0,17,0,1,0,1
565,0,3,female,1,18.0,Teen,0,0,1,Solo,1,8.05,2.2027647577118348,8.05,Q2,S,Miss,U,0,SOTONOQ,female_P3,54.0,30,1,1,0,1
566,0,3,male,0,24.0,Young,2,0,3,Small,0,24.15,3.224857896545748,8.049999999999999,Q3,S,Mr,U,0,A,male_P3,72.0,20,0,0,0,1
567,0,3,male,0,19.0,Young,0,0,1,Solo,1,7.8958,2.1855792552411137,7.8958,Q1,S,Mr,U,0,NONE,male_P3,57.0,20,0,0,0,1
568,0,3,female,1,29.0,Young,0,4,5,Medium,0,21.075,3.0944457464900235,4.215,Q3,S,Mrs,U,0,NONE,female_P3,87.0,43,1,0,0,1
569,0,3,male,0,26.0,Young,0,0,1,Solo,1,7.2292,2.1076888046179385,7.2292,Q1,C,Mr,U,0,NONE,male_P3,78.0,19,0,1,0,1
570,1,3,male,0,32.0,Young,0,0,1,Solo,1,7.8542,2.180891922715322,7.8542,Q1,S,Mr,U,0,NONE,male_P3,96.0,17,0,0,0,1
571,1,2,male,0,62.0,Senior,0,0,1,Solo,1,10.5,2.4423470353692043,10.5,Q2,S,Mr,U,0,OTHER,male_P2,124.0,18,0,0,0,1
572,1,1,female,1,53.0,Senior,2,0,3,Small,0,51.4792,3.960416900617205,17.15973333333333,Q4,S,Mrs,C,1,NONE,female_P1,53.0,45,1,0,0,0
573,1,1,male,0,36.0,Middle,0,0,1,Solo,1,26.3875,3.3100867049215847,26.3875,Q3,S,Mr,E,1,PC,male_P1,36.0,32,0,0,0,0
574,1,3,female,1,18.0,Teen,0,0,1,Solo,1,7.75,2.169053700369523,7.75,Q1,Q,Miss,U,0,NONE,female_P3,54.0,17,1,1,0,1
575,0,3,male,0,16.0,Teen,0,0,1,Solo,1,8.05,2.2027647577118348,8.05,Q2,S,Mr,U,0,A,male_P3,48.0,28,0,0,0,1
576,0,3,male,0,19.0,Young,0,0,1,Solo,1,14.5,2.740840023925201,14.5,Q3,S,Mr,U,0,NONE,male_P3,57.0,20,0,0,0,1
577,1,2,female,1,34.0,Young,0,0,1,Solo,1,13.0,2.6390573296152584,13.0,Q2,S,Miss,U,0,NONE,female_P2,68.0,20,1,0,0,1
578,1,1,female,1,39.0,Middle,1,0,2,Small,0,55.9,4.041295341132285,27.95,Q4,S,Mrs,E,1,NONE,female_P1,39.0,41,1,0,0,0
579,0,3,female,1,31.0,Young,1,0,2,Small,0,14.4583,2.738146075922933,7.22915,Q3,C,Mrs,U,0,NONE,female_P3,93.0,32,1,1,0,1
580,1,3,male,0,32.0,Young,0,0,1,Solo,1,7.925,2.188856327665703,7.925,Q2,S,Mr,U,0,STONO,male_P3,96.0,19,0,0,0,1
581,1,2,female,1,25.0,Young,1,1,3,Small,0,30.0,3.4339872044851463,10.0,Q3,S,Miss,U,0,NONE,female_P2,50.0,27,1,0,0,1
582,1,1,female,1,39.0,Middle,1,1,3,Small,0,110.8833,4.717456363787216,36.9611,Q4,C,Mrs,C,1,NONE,female_P1,39.0,52,1,0,0,0
583,0,2,male,0,54.0,Senior,0,0,1,Solo,1,26.0,3.295836866004329,26.0,Q3,S,Mr,U,0,NONE,male_P2,108.0,26,0,0,0,1
584,0,1,male,0,36.0,Middle,0,0,1,Solo,1,40.125,3.716616209085536,40.125,Q4,C,Mr,A,1,NONE,male_P1,36.0,19,0,0,0,0
585,0,3,male,0,26.0,Young,0,0,1,Solo,1,8.7125,2.2734137156937657,8.7125,Q2,C,Mr,U,0,NONE,male_P3,78.0,19,0,1,0,1
586,1,1,female,1,18.0,Teen,0,2,3,Small,0,79.65,4.390118804571218,26.55,Q4,S,Miss,E,1,NONE,female_P1,18.0,19,1,0,0,0
587,0,2,male,0,47.0,Middle,0,0,1,Solo,1,15.0,2.772588722239781,15.0,Q3,S,Mr,U,0,NONE,male_P2,94.0,23,0,0,0,1
588,1,1,male,0,60.0,Senior,1,1,3,Small,0,79.2,4.384523514872469,26.400000000000002,Q4,C,Mr,B,1,NONE,male_P1,60.0,32,0,0,0,0
589,0,3,male,0,22.0,Young,0,0,1,Solo,1,8.05,2.2027647577118348,8.05,Q2,S,Mr,U,0,NONE,male_P3,66.0,21,0,0,0,1
590,0,3,male,0,26.0,Young,0,0,1,Solo,1,8.05,2.2027647577118348,8.05,Q2,S,Mr,U,0,A,male_P3,78.0,19,0,1,0,1
591,0,3,male,0,35.0,Young,0,0,1,Solo,1,7.125,2.094945728215801,7.125,Q1,S,Mr,U,0,STONO,male_P3,105.0,20,0,0,0,1
592,1,1,female,1,52.0,Senior,1,0,2,Small,0,78.2667,4.37281811610993,39.13335,Q4,C,Mrs,D,1,NONE,female_P1,52.0,47,1,0,0,0
593,0,3,male,0,47.0,Middle,0,0,1,Solo,1,7.25,2.1102132003465894,7.25,Q1,S,Mr,U,0,A,male_P3,141.0,26,0,0,0,1
594,0,3,female,1,18.0,Teen,0,2,3,Small,0,7.75,2.169053700369523,2.5833333333333335,Q1,Q,Miss,U,0,NONE,female_P3,54.0,18,1,1,0,1
595,0,2,male,0,37.0,Middle,1,0,2,Small,0,26.0,3.295836866004329,13.0,Q3,S,Mr,U,0,OTHER,male_P2,74.0,23,0,0,0,1
596,0,3,male,0,36.0,Middle,1,1,3,Small,0,24.15,3.224857896545748,8.049999999999999,Q3,S,Mr,U,0,NONE,male_P3,108.0,27,0,0,0,1
597,1,2,female,1,24.0,Young,0,0,1,Solo,1,33.0,3.5263605246161616,33.0,Q4,S,Miss,U,0,NONE,female_P2,48.0,26,1,1,0,1
598,0,3,male,0,49.0,Middle,0,0,1,Solo,1,0.0,0.0,0.0,Q1,S,Mr,U,0,OTHER,male_P3,147.0,19,0,0,0,1
599,0,3,male,0,26.0,Young,0,0,1,Solo,1,7.225,2.1071782966514356,7.225,Q1,C,Mr,U,0,NONE,male_P3,78.0,17,0,1,0,1
600,1,1,male,0,49.0,Middle,1,0,2,Small,0,56.9292,4.0592215752427645,28.4646,Q4,C,Rare,A,1,PC,male_P1,49.0,44,0,0,0,0
601,1,2,female,1,24.0,Young,2,1,4,Small,0,27.0,3.332204510175204,6.75,Q3,S,Mrs,U,0,NONE,female_P2,48.0,51,1,0,0,1
602,0,3,male,0,26.0,Young,0,0,1,Solo,1,7.8958,2.1855792552411137,7.8958,Q1,S,Mr,U,0,NONE,male_P3,78.0,20,0,1,0,1
603,0,1,male,0,40.0,Middle,0,0,1,Solo,1,42.4,3.770459441106359,42.4,Q4,S,Mr,U,0,NONE,male_P1,40.0,25,0,1,0,1
604,0,3,male,0,44.0,Middle,0,0,1,Solo,1,8.05,2.2027647577118348,8.05,Q2,S,Mr,U,0,NONE,male_P3,132.0,25,0,0,0,1
605,1,1,male,0,35.0,Young,0,0,1,Solo,1,26.55,3.3160025355989236,26.55,Q3,C,Mr,U,0,NONE,male_P1,35.0,31,0,0,0,1
606,0,3,male,0,36.0,Middle,1,0,2,Small,0,15.55,2.806386101823072,7.775,Q3,S,Mr,U,0,NONE,male_P3,108.0,29,0,0,0,1
607,0,3,male,0,30.0,Young,0,0,1,Solo,1,7.8958,2.1855792552411137,7.8958,Q1,S,Mr,U,0,NONE,male_P3,90.0,17,0,0,0,1
608,1,1,male,0,27.0,Young,0,0,1,Solo,1,30.5,3.449987545831587,30.5,Q3,S,Mr,U,0,NONE,male_P1,27.0,27,0,0,0,1
609,1,2,female,1,22.0,Young,1,2,4,Small,0,41.5792,3.7513658711253766,10.3948,Q4,C,Mrs,U,0,SCPARIS,female_P2,44.0,53,1,0,0,1
610,1,1,female,1,40.0,Middle,0,0,1,Solo,1,153.4625,5.039951348430309,153.4625,Q4,S,Miss,C,1,PC,female_P1,40.0,25,1,0,0,0
611,0,3,female,1,39.0,Middle,1,5,7,Large,0,31.275,3.4742929367327062,4.4678571428571425,Q4,S,Mrs,U,0,NONE,female_P3,117.0,57,1,0,0,1
612,0,3,male,0,26.0,Young,0,0,1,Solo,1,7.05,2.085672091430472,7.05,Q1,S,Mr,U,0,SOTONOQ,male_P3,78.0,21,0,1,0,1
613,1,3,female,1,18.0,Teen,1,0,2,Small,0,15.5,2.803360380906535,7.75,Q3,Q,Miss,U,0,NONE,female_P3,54.0,27,1,1,0,1
614,0,3,male,0,26.0,Young,0,0,1,Solo,1,7.75,2.169053700369523,7.75,Q1,Q,Mr,U,0,NONE,male_P3,78.0,16,0,1,0,1
615,0,3,male,0,35.0,Young,0,0,1,Solo,1,8.05,2.2027647577118348,8.05,Q2,S,Mr,U,0,NONE,male_P3,105.0,31,0,0,0,1
616,1,2,female,1,24.0,Young,1,2,4,Small,0,65.0,4.189654742026425,16.25,Q4,S,Miss,U,0,NONE,female_P2,48.0,19,1,0,0,1
617,0,3,male,0,34.0,Young,1,1,3,Small,0,14.4,2.7343675094195836,4.8,Q2,S,Mr,U,0,NONE,male_P3,102.0,25,0,0,0,1
618,0,3,female,1,26.0,Young,1,0,2,Small,0,16.1,2.8390784635086144,8.05,Q3,S,Mrs,U,0,A,female_P3,78.0,47,1,0,0,1
619,1,2,female,1,4.0,Child,2,1,4,Small,0,39.0,3.6888794541139363,9.75,Q4,S,Miss,F,1,NONE,female_P2,8.0,27,1,0,0,0
620,0,2,male,0,26.0,Young,0,0,1,Solo,1,10.5,2.4423470353692043,10.5,Q2,S,Mr,U,0,NONE,male_P2,52.0,19,0,0,0,1
621,0,3,male,0,27.0,Young,1,0,2,Small,0,14.4542,2.737880811060884,7.2271,Q2,C,Mr,U,0,NONE,male_P3,81.0,19,0,0,0,1
622,1,1,male,0,42.0,Middle,1,0,2,Small,0,52.5542,3.9806942251907276,26.2771,Q4,S,Mr,D,1,NONE,male_P1,42.0,28,0,0,0,0
623,1,3,male,0,20.0,Young,1,1,3,Small,0,15.7417,2.817902613071225,5.247233333333333,Q3,C,Mr,U,0,NONE,male_P3,60.0,16,0,0,0,1
624,0,3,male,0,21.0,Young,0,0,1,Solo,1,7.8542,2.180891922715322,7.8542,Q1,S,Mr,U,0,NONE,male_P3,63.0,27,0,0,0,1
625,0,3,male,0,21.0,Young,0,0,1,Solo,1,16.1,2.8390784635086144,16.1,Q3,S,Mr,U,0,NONE,male_P3,63.0,27,0,0,0,1
626,0,1,male,0,61.0,Senior,0,0,1,Solo,1,32.3208,3.5061818266142577,32.3208,Q4,S,Mr,D,1,NONE,male_P1,61.0,21,0,0,0,0
627,0,2,male,0,57.0,Senior,0,0,1,Solo,1,12.35,2.5915163848462583,12.35,Q2,Q,Rare,U,0,NONE,male_P2,114.0,30,0,0,0,1
628,1,1,female,1,21.0,Young,0,0,1,Solo,1,77.9583,4.368919865004903,77.9583,Q4,S,Miss,D,1,NONE,female_P1,21.0,29,1,0,0,0
629,0,3,male,0,26.0,Young,0,0,1,Solo,1,7.8958,2.1855792552411137,7.8958,Q1,S,Mr,U,0,NONE,male_P3,78.0,25,0,0,0,1
630,0,3,male,0,26.0,Young,0,0,1,Solo,1,7.7333,2.167143305297764,7.7333,Q1,Q,Mr,U,0,NONE,male_P3,78.0,24,0,1,0,1
631,1,1,male,0,80.0,Elder,0,0,1,Solo,1,30.0,3.4339872044851463,30.0,Q3,S,Mr,A,1,NONE,male_P1,80.0,36,0,0,0,0
632,0,3,male,0,51.0,Senior,0,0,1,Solo,1,7.0542,2.086193694502369,7.0542,Q1,S,Mr,U,0,NONE,male_P3,153.0,27,0,0,0,1
633,1,1,male,0,32.0,Young,0,0,1,Solo,1,30.5,3.449987545831587,30.5,Q3,C,Rare,B,1,NONE,male_P1,32.0,25,0,0,0,0
634,0,1,male,0,40.0,Middle,0,0,1,Solo,1,0.0,0.0,0.0,Q1,S,Mr,U,0,NONE,male_P1,40.0,29,0,1,0,1
635,0,3,female,1,9.0,Child,3,2,6,Medium,0,27.9,3.3638415951183864,4.6499999999999995,Q3,S,Miss,U,0,NONE,female_P3,27.0,18,1,0,0,1
636,1,2,female,1,28.0,Young,0,0,1,Solo,1,13.0,2.6390573296152584,13.0,Q2,S,Miss,U,0,NONE,female_P2,56.0,17,1,0,0,1
637,0,3,male,0,32.0,Young,0,0,1,Solo,1,7.925,2.188856327665703,7.925,Q2,S,Mr,U,0,STONO,male_P3,96.0,26,0,0,0,1
638,0,2,male,0,31.0,Young,1,1,3,Small,0,26.25,3.305053521109253,8.75,Q3,S,Mr,U,0,CA,male_P2,62.0,19,0,0,0,1
639,0,3,female,1,41.0,Middle,0,5,6,Medium,0,39.6875,3.705920919968788,6.614583333333333,Q4,S,Mrs,U,0,NONE,female_P3,123.0,38,1,0,0,1
640,0,3,male,0,26.0,Young,1,0,2,Small,0,16.1,2.8390784635086144,8.05,Q3,S,Mr,U,0,NONE,male_P3,78.0,26,0,1,0,1
641,0,3,male,0,20.0,Young,0,0,1,Solo,1,7.8542,2.180891922715322,7.8542,Q1,S,Mr,U,0,NONE,male_P3,60.0,22,0,0,0,1
642,1,1,female,1,24.0,Young,0,0,1,Solo,1,69.3,4.252771798816619,69.3,Q4,C,Miss,B,1,PC,female_P1,24.0,20,1,0,0,0
643,0,3,female,1,2.0,Child,3,2,6,Medium,0,27.9,3.3638415951183864,4.6499999999999995,Q3,S,Miss,U,0,NONE,female_P3,6.0,29,1,0,0,1
644,1,3,male,0,26.0,Young,0,0,1,Solo,1,56.4958,4.05171190165724,56.4958,Q4,S,Mr,U,0,NONE,male_P3,78.0,15,0,1,0,1
645,1,3,female,1,0.75,Child,2,1,4,Small,0,19.2583,3.0085645861193133,4.814575,Q3,C,Miss,U,0,NONE,female_P3,2.25,22,1,0,0,1
646,1,1,male,0,48.0,Middle,1,0,2,Small,0,76.7292,4.353230991152628,38.3646,Q4,C,Mr,D,1,PC,male_P1,48.0,25,0,0,0,0
647,0,3,male,0,19.0,Young,0,0,1,Solo,1,7.8958,2.1855792552411137,7.8958,Q1,S,Mr,U,0,NONE,male_P3,57.0,17,0,0,0,1
648,1,1,male,0,56.0,Senior,0,0,1,Solo,1,35.5,3.597312260588446,35.5,Q4,C,Rare,A,1,NONE,male_P1,56.0,35,0,0,0,0
649,0,3,male,0,26.0,Young,0,0,1,Solo,1,7.55,2.145931282948669,7.55,Q1,S,Mr,U,0,OTHER,male_P3,78.0,18,0,1,0,1
650,1,3,female,1,23.0,Young,0,0,1,Solo,1,7.55,2.145931282948669,7.55,Q1,S,Miss,U,0,CA,female_P3,69.0,31,1,0,0,1
651,0,3,male,0,26.0,Young,0,0,1,Solo,1,7.8958,2.1855792552411137,7.8958,Q1,S,Mr,U,0,NONE,male_P3,78.0,17,0,1,0,1
652,1,2,female,1,18.0,Teen,0,1,2,Small,0,23.0,3.1780538303479458,11.5,Q3,S,Miss,U,0,NONE,female_P2,36.0,19,1,0,0,1
653,0,3,male,0,21.0,Young,0,0,1,Solo,1,8.4333,2.2442459824059346,8.4333,Q2,S,Mr,U,0,NONE,male_P3,63.0,30,0,0,0,1
654,1,3,female,1,18.0,Teen,0,0,1,Solo,1,7.8292,2.17806441028492,7.8292,Q1,Q,Miss,U,0,NONE,female_P3,54.0,29,1,1,0,1
655,0,3,female,1,18.0,Teen,0,0,1,Solo,1,6.75,2.0476928433652555,6.75,Q1,Q,Miss,U,0,NONE,female_P3,54.0,28,1,0,0,1
656,0,2,male,0,24.0,Young,2,0,3,Small,0,73.5,4.310799125385514,24.5,Q4,S,Mr,U,0,OTHER,male_P2,48.0,25,0,0,0,1
